date,NTGY,REE,SAN
2003-07-02,7.2270976846,,2.6149251506
2003-07-03,7.2008173295,,2.632357985
2003-07-04,7.1570167373,,2.6410744021
2003-07-07,7.1482566189,,2.6846564879000003
2003-07-08,7.2008173295,,2.7195221565
2003-07-09,7.2008173295,,2.6846564879000003
2003-07-10,7.1307363823,,2.6497908194
2003-07-11,7.1394965005,,2.7195221565
2003-07-14,7.1570167373,,2.7282385738
2003-07-15,7.1482566189,,2.7195221565
2003-07-16,7.1832970925,,2.6846564879000003
2003-07-17,7.2095774478,,2.6846564879000003
2003-07-18,7.1832970925,,2.6846564879000003
2003-07-21,7.1307363823,,2.632357985
2003-07-22,7.2270976846,,2.6410744021
2003-07-23,7.1570167373,,2.632357985
2003-07-24,7.1307363823,,2.6846564879000003
2003-07-25,7.1307363823,,2.6585072363
2003-07-28,7.0518953164,,2.7020893224
2003-07-29,7.008094724299999,,2.6846564879000003
2003-07-30,6.8328923564,,2.6846564879000003
2003-07-31,6.885453066699999,,2.6846564879000003
2003-08-01,6.885453066699999,,2.6846564879000003
2003-08-04,6.8066120011,,2.6846564879000003
2003-08-05,6.8066120011,,2.6846564879000003
2003-08-06,6.7715715275,,2.632357985
2003-08-07,6.8416524747,,2.6062087334
2003-08-08,6.8679328299,,2.6236415676
2003-08-11,6.885453066699999,,2.6410744021
2003-08-12,6.9292536588,,2.6846564879000003
2003-08-13,6.885453066699999,,2.6846564879000003
2003-08-14,6.946773895700001,,2.6846564879000003
2003-08-18,6.955534014,,2.6846564879000003
2003-08-19,6.955534014,,2.6846564879000003
2003-08-20,6.955534014,,2.6846564879000003
2003-08-21,6.946773895700001,,2.6846564879000003
2003-08-22,6.955534014,,2.6846564879000003
2003-08-25,6.955534014,,2.6846564879000003
2003-08-26,7.008094724299999,,2.6846564879000003
2003-08-27,6.946773895700001,,2.6846564879000003
2003-08-28,6.955534014,,2.6846564879000003
2003-08-29,6.9029733036000005,,2.6846564879000003
2003-09-01,6.955534014,,2.6846564879000003
2003-09-02,7.008094724299999,,2.6846564879000003
2003-09-03,7.0168548428,,2.6846564879000003
2003-09-04,6.9642941324,,2.7020893224
2003-09-05,6.946773895700001,,2.6846564879000003
2003-09-08,6.955534014,,2.7195221565
2003-09-09,6.946773895700001,,2.6846564879000003
2003-09-10,6.8679328299,,2.6846564879000003
2003-09-11,6.8942131851,,2.6846564879000003
2003-09-12,6.8066120011,,2.6410744021
2003-09-15,6.859172711599999,,2.6846564879000003
2003-09-16,6.885453066699999,,2.6846564879000003
2003-09-17,6.8504125931,,2.6846564879000003
2003-09-18,6.885453066699999,,2.7195221565
2003-09-19,6.885453066699999,,2.6846564879000003
2003-09-22,6.7978518827,,2.6410744021
2003-09-23,6.7978518827,,2.6410744021
2003-09-24,6.7803316459000005,,2.6062087334
2003-09-25,6.885453066699999,,2.6062087334
2003-09-26,6.859172711599999,,2.536477396
2003-09-29,6.789091764199999,,2.5103281445
2003-09-30,6.762811408999999,,2.484178893
2003-10-01,6.789091764199999,,2.5277609789
2003-10-02,6.7452911722,,2.5277609789
2003-10-03,6.762811408999999,,2.6149251506
2003-10-06,6.7452911722,,2.5974923161000003
2003-10-07,6.7803316459000005,,2.5626266475
2003-10-08,6.859172711599999,,2.6236415676
2003-10-09,6.789091764199999,,2.6672236536
2003-10-10,6.762811408999999,,2.6497908194
2003-10-13,6.7715715275,,2.6846564879000003
2003-10-14,6.7365310538,,2.6846564879000003
2003-10-15,6.7715715275,,2.7020893224
2003-10-16,6.7540512907000005,,2.6846564879000003
2003-10-17,6.719010817000001,,2.6846564879000003
2003-10-20,6.6576899883000005,,2.6846564879000003
2003-10-21,6.719010817000001,,2.6846564879000003
2003-10-22,6.6138893961,,2.6672236536
2003-10-23,6.587609041,,2.6410744021
2003-10-24,6.5700888041,,2.6585072363
2003-10-27,6.6489298698,,2.6846564879000003
2003-10-28,6.6489298698,,2.7020893224
2003-10-29,6.6489298698,,2.7020893224
2003-10-30,6.7452911722,,2.8154027453
2003-10-31,6.7803316459000005,,2.8415519969
2003-11-03,6.885453066699999,,2.9199997515
2003-11-04,6.885453066699999,,2.9112833342
2003-11-05,6.885453066699999,,2.9199997515
2003-11-06,6.8679328299,,2.9287161687
2003-11-07,6.8942131851,,2.9374325859
2003-11-10,6.9292536588,,2.9199997515
2003-11-11,6.885453066699999,,2.9199997515
2003-11-12,6.8942131851,,2.9287161687
2003-11-13,6.9292536588,,2.9374325859
2003-11-14,6.955534014,,2.9374325859
2003-11-17,6.885453066699999,,2.9025669172
2003-11-18,6.885453066699999,,2.8938505
2003-11-19,6.8942131851,,2.8938505
2003-11-20,6.9292536588,,2.9025669172
2003-11-21,6.9642941324,,2.9199997515
2003-11-24,7.0256149613,,2.9374325859
2003-11-25,7.095695908500001,,2.9635818375
2003-11-26,7.095695908500001,,2.9374325859
2003-11-27,7.095695908500001,,2.9548654204
2003-11-28,7.0518953164,,2.9722982546
2003-12-01,7.1307363823,,3.1204773465
2003-12-02,7.104456027,,3.1117609293
2003-12-03,7.069415553300001,,3.1379101808
2003-12-04,7.0518953164,,3.1117609293
2003-12-05,7.043135198099999,,3.1117609293
2003-12-09,7.235857802999999,,3.1030445122000003
2003-12-10,7.2008173295,,3.0420295919
2003-12-11,7.2446179214,,3.1117609293
2003-12-12,7.2708982767,,3.1117609293
2003-12-15,7.2708982767,,3.1204773465
2003-12-16,7.2796583951,,3.1117609293
2003-12-17,7.2796583951,,3.1204773465
2003-12-18,7.4461006447,,3.1379101808
2003-12-19,7.4899012367,,3.1466265981
2003-12-22,7.3497393423,,3.1466265981
2003-12-23,7.559982184,,3.1466265981
2003-12-29,7.7264244337,,3.1989251011
2003-12-30,7.595022657599999,,3.2250743525
2004-01-02,7.840305972999999,,3.3383877758
2004-01-05,7.735184552100001,,3.3558206101
2004-01-07,7.595022657599999,,3.3209549415
2004-01-08,7.5687423024,,3.3122385242
2004-01-09,7.5687423024,,3.3383877758
2004-01-12,7.6300631312,,3.3383877758
2004-01-13,7.7001440785,,3.3122385242
2004-01-14,7.6826238416,,3.2686564383
2004-01-15,7.735184552100001,,3.2250743525
2004-01-16,7.743944670499999,,3.2686564383
2004-01-19,7.831545854600001,,3.2250743525
2004-01-20,7.761464907300001,,3.1727758496
2004-01-21,7.831545854600001,,3.2076415184
2004-01-22,7.7001440785,,3.3122385242
2004-01-23,7.6826238416,,3.3122385242
2004-01-26,7.6475833682,,3.2250743525
2004-01-27,7.6826238416,,3.2250743525
2004-01-28,7.7789851441,,3.3122385242
2004-01-29,7.761464907300001,,3.1902086839
2004-01-30,7.743944670499999,,3.1727758496
2004-02-02,7.927907157000001,,3.1902086839
2004-02-03,7.9892279859,,3.1814922666000003
2004-02-04,7.9366672755,,3.1466265981
2004-02-05,7.9804678675,,3.1466265981
2004-02-06,8.0593089332,,3.2076415184
2004-02-09,8.0330285779,,3.2337907697
2004-02-10,8.0505488147,,3.2860892727
2004-02-11,8.0242684595,,3.2686564383
2004-02-12,7.9892279859,,3.2773728555
2004-02-13,8.1731904724,,3.2250743525
2004-02-16,8.164430354,,3.2337907697
2004-02-17,8.3045922484,,3.1902086839
2004-02-18,8.357152959,,3.2076415184
2004-02-19,8.295832130099999,,3.3122385242
2004-02-20,8.1994708276,,3.2250743525
2004-02-23,8.269551775,,3.2250743525
2004-02-24,8.1994708276,,3.1902086839
2004-02-25,8.269551775,,3.1989251011
2004-02-26,8.243271419700001,,3.1727758496
2004-02-27,8.313352367,,3.2250743525
2004-03-01,8.5148350903,,3.2076415184
2004-03-02,8.6462368663,,3.2250743525
2004-03-03,8.6462368663,,3.1466265981
2004-03-04,8.6549969848,,3.2250743525
2004-03-05,8.576155919,,3.2250743525
2004-03-08,8.6725172215,,3.2250743525
2004-03-09,8.6111963927,,3.1727758496
2004-03-10,8.6549969848,,3.1814922666000003
2004-03-11,8.3921934326,,3.1466265981
2004-03-12,8.3659130774,,3.1117609293
2004-03-15,8.208230946,,2.9374325859
2004-03-16,8.295832130099999,,2.9722982546
2004-03-17,8.2169910645,,3.1117609293
2004-03-18,8.208230946,,2.998447506
2004-03-19,8.2870720118,,3.0158803405000003
2004-03-22,8.243271419700001,,2.9374325859
2004-03-23,8.1994708276,,2.9722982546
2004-03-24,8.1118696436,,2.9548654204
2004-03-25,8.252031537999999,,3.0333131749
2004-03-26,8.252031537999999,,3.1030445122000003
2004-03-29,8.4097136694,,3.1379101808
2004-03-30,8.3921934326,,3.1379101808
2004-03-31,8.4097136694,,3.1117609293
2004-04-01,8.5235952087,,3.1466265981
2004-04-02,8.5673958008,,3.2076415184
2004-04-05,8.6549969848,,3.2250743525
2004-04-06,8.5498755639,,3.2250743525
2004-04-07,8.5235952087,,3.251223604
2004-04-08,8.628716629500001,,3.3383877758
2004-04-13,8.725077932,,3.3209549415
2004-04-14,8.6637571033,,3.2337907697
2004-04-15,8.6462368663,,3.1902086839
2004-04-16,8.6199565112,,3.251223604
2004-04-19,8.5849160376,,3.2250743525
2004-04-20,8.5849160376,,3.2337907697
2004-04-21,8.576155919,,3.2076415184
2004-04-22,8.6199565112,,3.2076415184
2004-04-23,8.6111963927,,3.2250743525
2004-04-26,8.6637571033,,3.2337907697
2004-04-27,8.6462368663,,3.251223604
2004-04-28,8.5673958008,,3.1727758496
2004-04-29,8.576155919,,3.1466265981
2004-04-30,8.4797946167,,3.1466265981
2004-05-03,8.628716629500001,,3.1466265981
2004-05-04,8.5498755639,,3.1379101808
2004-05-05,8.6199565112,,3.1466265981
2004-05-06,8.576155919,,3.1379101808
2004-05-07,8.5586356823,,3.0594624262
2004-05-10,8.3746731957,,2.9374325859
2004-05-11,8.4622743798,,3.0158803405000003
2004-05-12,8.3746731957,,2.9722982546
2004-05-13,8.4184737878,,2.998447506
2004-05-14,8.4184737878,,2.9461490031
2004-05-17,8.348392840499999,,2.9199997515
2004-05-18,8.3045922484,,2.9374325859
2004-05-19,8.313352367,,3.0856116777
2004-05-20,8.243271419700001,,3.0158803405000003
2004-05-21,8.1994708276,,2.998447506
2004-05-24,8.1994708276,,3.0420295919
2004-05-25,8.1994708276,,3.0158803405000003
2004-05-26,8.295832130099999,,3.1030445122000003
2004-05-27,8.243271419700001,,3.1117609293
2004-05-28,8.1118696436,,3.0681788435
2004-05-31,8.1994708276,,3.0594624262
2004-06-01,8.0855892884,,2.9722982546
2004-06-02,8.0330285779,,3.0158803405000003
2004-06-03,7.9804678675,,3.0158803405000003
2004-06-04,8.155670235599999,,3.1117609293
2004-06-07,8.2169910645,,3.1466265981
2004-06-08,8.155670235599999,,3.1379101808
2004-06-09,8.164430354,,3.1117609293
2004-06-10,8.155670235599999,,3.1466265981
2004-06-11,8.1381499987,,3.1291937637
2004-06-14,8.0943494068,,3.0333131749
2004-06-15,8.208230946,,3.1117609293
2004-06-16,8.295832130099999,,3.1379101808
2004-06-17,8.3045922484,,3.1466265981
2004-06-18,8.3221124852,,3.1466265981
2004-06-21,8.3221124852,,3.1466265981
2004-06-22,8.2257511829,,3.1117609293
2004-06-23,8.313352367,,3.1379101808
2004-06-24,8.348392840499999,,3.1466265981
2004-06-25,8.3045922484,,3.0681788435
2004-06-28,8.4184737878,,3.1117609293
2004-06-29,8.348392840499999,,3.0594624262
2004-06-30,8.1731904724,,2.9722982546
2004-07-01,8.252031537999999,,3.0158803405000003
2004-07-02,8.164430354,,2.9722982546
2004-07-05,8.1731904724,,3.0158803405000003
2004-07-06,8.1994708276,,2.9635818375
2004-07-07,8.243271419700001,,3.0158803405000003
2004-07-08,8.243271419700001,,3.0158803405000003
2004-07-09,8.208230946,,2.9722982546
2004-07-12,8.243271419700001,,2.9722982546
2004-07-13,8.3045922484,,3.0158803405000003
2004-07-14,8.2169910645,,2.9461490031
2004-07-15,8.1819505908,,2.9374325859
2004-07-16,8.1994708276,,2.9461490031
2004-07-19,8.155670235599999,,2.9374325859
2004-07-20,8.1731904724,,2.9374325859
2004-07-21,8.2257511829,,2.9461490031
2004-07-22,8.146910117400001,,2.9287161687
2004-07-23,8.0505488147,,2.83283558
2004-07-26,8.0155083411,,2.7195221565
2004-07-27,8.1293898804,,2.8241191626
2004-07-28,8.0155083411,,2.7456714083
2004-07-29,8.07682917,,2.7282385738
2004-07-30,8.1118696436,,2.7543878253
2004-08-02,8.1731904724,,2.7979699111
2004-08-03,8.243271419700001,,2.8415519969
2004-08-04,8.243271419700001,,2.7979699111
2004-08-05,8.155670235599999,,2.8415519969
2004-08-06,8.0855892884,,2.7718206596
2004-08-09,8.0855892884,,2.7369549908
2004-08-10,8.07682917,,2.7718206596
2004-08-11,8.0855892884,,2.7543878253
2004-08-12,8.0330285779,,2.7369549908
2004-08-13,7.9804678675,,2.7282385738
2004-08-17,8.0505488147,,2.7805370768
2004-08-18,8.0155083411,,2.8154027453
2004-08-19,8.0943494068,,2.8241191626
2004-08-20,8.1118696436,,2.7543878253
2004-08-23,8.164430354,,2.8415519969
2004-08-24,8.1731904724,,2.83283558
2004-08-25,8.1994708276,,2.8241191626
2004-08-26,8.2169910645,,2.8415519969
2004-08-27,8.252031537999999,,2.8589848313
2004-08-30,8.295832130099999,,2.8589848313
2004-08-31,8.295832130099999,,2.8589848313
2004-09-01,8.313352367,,2.9112833342
2004-09-02,8.348392840499999,,2.9287161687
2004-09-03,8.4009535511,,2.9374325859
2004-09-06,8.4272339062,,2.9374325859
2004-09-07,8.4184737878,,2.9374325859
2004-09-08,8.4009535511,,2.9287161687
2004-09-09,8.3746731957,,2.9199997515
2004-09-10,8.3921934326,,2.9199997515
2004-09-13,8.435994024600001,,2.9287161687
2004-09-14,8.4097136694,,2.9287161687
2004-09-15,8.435994024600001,,2.8589848313
2004-09-16,8.4535142615,,2.8851340828
2004-09-17,8.4535142615,,2.8589848313
2004-09-20,8.444754142899999,,2.8415519969
2004-09-21,8.4797946167,,2.8415519969
2004-09-22,8.444754142899999,,2.7805370768
2004-09-23,8.4535142615,,2.7543878253
2004-09-24,8.4797946167,,2.7543878253
2004-09-27,8.444754142899999,,2.7282385738
2004-09-28,8.4272339062,,2.7456714083
2004-09-29,8.4797946167,,2.7892534939
2004-09-30,8.4184737878,,2.7892534939
2004-10-01,8.6111963927,,2.8589848313
2004-10-04,8.6549969848,,2.9199997515
2004-10-05,8.576155919,,2.9199997515
2004-10-06,8.6549969848,,2.9287161687
2004-10-07,8.6462368663,,2.9374325859
2004-10-08,8.6462368663,,2.9374325859
2004-10-11,8.628716629500001,,2.9374325859
2004-10-13,8.6199565112,,2.9374325859
2004-10-14,8.5673958008,,2.9722982546
2004-10-15,8.5498755639,,2.9722982546
2004-10-18,8.5936761559,,2.9810146718
2004-10-19,8.6111963927,,3.0158803405000003
2004-10-20,8.6111963927,,2.9722982546
2004-10-21,8.6549969848,,3.0245967576
2004-10-22,8.725077932,,3.0333131749
2004-10-25,8.6199565112,,2.9722982546
2004-10-26,8.6199565112,,2.998447506
2004-10-27,8.6900374584,,3.0420295919
2004-10-28,8.891520181699999,,3.1117609293
2004-10-29,9.022921957,,3.1379101808
2004-11-02,9.110523141,,3.1466265981
2004-11-03,8.873999945,,3.1466265981
2004-11-04,8.9002803001,,3.1466265981
2004-11-05,8.8564797081,,3.1466265981
2004-11-08,8.9440808914,,3.1466265981
2004-11-09,8.9178005369,,3.1117609293
2004-11-10,8.9002803001,,3.0681788435
2004-11-11,8.882760063300001,,3.1466265981
2004-11-12,8.891520181699999,,3.1466265981
2004-11-15,8.8126791161,,3.2076415184
2004-11-16,8.795158879199999,,3.1727758496
2004-11-17,8.882760063300001,,3.2860892727
2004-11-18,8.9002803001,,3.3122385242
2004-11-19,8.9002803001,,3.3122385242
2004-11-22,8.926560654500001,,3.2686564383
2004-11-23,8.891520181699999,,3.2076415184
2004-11-24,8.926560654500001,,3.2076415184
2004-11-25,8.9703612466,,3.251223604
2004-11-26,9.022921957,,3.251223604
2004-11-29,9.0842427859,,3.2250743525
2004-11-30,9.1017630226,,3.2250743525
2004-12-01,9.1630838516,,3.2250743525
2004-12-02,9.1455636146,,3.2250743525
2004-12-03,9.1981243251,,3.2250743525
2004-12-07,9.2769653906,,3.2250743525
2004-12-09,9.2857255087,,3.1989251011
2004-12-10,9.3207659824,,3.1989251011
2004-12-13,9.3470463378,,3.2250743525
2004-12-14,9.3645665742,,3.2250743525
2004-12-15,9.3645665742,,3.1989251011
2004-12-16,9.3908469291,,3.1902086839
2004-12-17,9.4521677577,,3.1902086839
2004-12-20,9.4784481131,,3.1902086839
2004-12-21,9.5397689427,,3.2076415184
2004-12-22,9.5485290606,,3.2250743525
2004-12-23,9.618610008,,3.2773728555
2004-12-27,9.6624105986,,3.3122385242
2004-12-28,9.6624105986,,3.3209549415
2004-12-29,9.6799308365,,3.3209549415
2004-12-30,9.6536504811,,3.2773728555
2005-01-03,9.6010897714,,3.3209549415
2005-01-04,9.618610008,,3.3209549415
2005-01-05,9.6010897714,,3.2250743525
2005-01-07,9.531008823,,3.2250743525
2005-01-10,9.5397689427,,3.2163579353
2005-01-11,9.4258874023,,3.2250743525
2005-01-12,9.4258874023,,3.2076415184
2005-01-13,9.3558064558,,3.2337907697
2005-01-14,9.4784481131,,3.2337907697
2005-01-17,9.4959683497,,3.3296713586
2005-01-18,9.4784481131,,3.3209549415
2005-01-19,9.4609278765,,3.3122385242
2005-01-20,9.3470463378,,3.2425071869
2005-01-21,9.3032457461,,3.2250743525
2005-01-24,9.2944856269,,3.2076415184
2005-01-25,9.3645665742,,3.2250743525
2005-01-26,9.4083671667,,3.2250743525
2005-01-27,9.434647522,,3.2337907697
2005-01-28,9.4258874023,,3.2425071869
2005-01-31,9.4959683497,,3.251223604
2005-02-01,9.6361302446,,3.3122385242
2005-02-02,9.6974510725,,3.3383877758
2005-02-03,9.6974510725,,3.3383877758
2005-02-04,9.8288528485,,3.3732534443
2005-02-07,9.8288528485,,3.3994026959
2005-02-08,9.8376129667,,3.4517011992
2005-02-09,9.8288528485,,3.4429847819
2005-02-10,9.8463730848,,3.4168355303
2005-02-11,9.9427343874,,3.5388653707
2005-02-14,9.9602546247,,3.547581788
2005-02-15,10.012815335,,3.5388653707
2005-02-16,10.012815335,,3.4865668676
2005-02-17,10.021575452,,3.4604176160000004
2005-02-18,10.056615927,,3.4604176160000004
2005-02-21,9.916454032,,3.4429847819
2005-02-22,9.7062111919,,3.4168355303
2005-02-23,9.7062111919,,3.4168355303
2005-02-24,9.6624105986,,3.4168355303
2005-02-25,9.5485290606,,3.4168355303
2005-02-28,9.5660492972,,3.3906862788
2005-03-01,9.6886909541,,3.4429847819
2005-03-02,9.5397689427,,3.4168355303
2005-03-03,9.4609278765,,3.4429847819
2005-03-04,9.5485290606,,3.503999702
2005-03-07,9.6536504811,,3.503999702
2005-03-08,9.5923296526,,3.4604176160000004
2005-03-09,9.3908469291,,3.4429847819
2005-03-10,9.3645665742,,3.4168355303
2005-03-11,9.4083671667,,3.4168355303
2005-03-14,9.4083671667,,3.4429847819
2005-03-15,9.4784481131,,3.4604176160000004
2005-03-16,9.4258874023,,3.3819698616000005
2005-03-17,9.487208232,,3.3906862788
2005-03-18,9.4959683497,,3.4168355303
2005-03-21,9.4784481131,,3.3906862788
2005-03-22,9.5222487051,,3.4168355303
2005-03-23,9.4784481131,,3.4168355303
2005-03-24,9.5397689427,,3.4517011992
2005-03-29,9.574809416,,3.4517011992
2005-03-30,9.5397689427,,3.4168355303
2005-03-31,9.4959683497,,3.3906862788
2005-04-01,9.5485290606,,3.3906862788
2005-04-04,9.4609278765,,3.3645370272000004
2005-04-05,9.5397689427,,3.3819698616000005
2005-04-06,9.6536504811,,3.4168355303
2005-04-07,9.6886909541,,3.4168355303
2005-04-08,9.6624105986,,3.4429847819
2005-04-11,9.6010897714,,3.4168355303
2005-04-12,9.6536504811,,3.3906862788
2005-04-13,9.6799308365,,3.4168355303
2005-04-14,9.6624105986,,3.4081191131
2005-04-15,9.5485290606,,3.3383877758
2005-04-18,9.3645665742,,3.2425071869
2005-04-19,9.3470463378,,3.3122385242
2005-04-20,9.2944856269,,3.2686564383
2005-04-21,9.3295261005,,3.2337907697
2005-04-22,9.3470463378,,3.3383877758
2005-04-25,9.4784481131,,3.3296713586
2005-04-26,9.3733266925,,3.3209549415
2005-04-27,9.3032457461,,3.2337907697
2005-04-28,9.3382862195,,3.2686564383
2005-04-29,9.434647522,,3.2425071869
2005-05-02,9.574809416,,3.3383877758
2005-05-03,9.618610008,,3.3732534443
2005-05-04,9.6448903634,,3.3906862788
2005-05-05,9.6361302446,,3.3906862788
2005-05-06,9.6536504811,,3.3906862788
2005-05-09,9.6624105986,,3.3819698616000005
2005-05-10,9.6536504811,,3.3383877758
2005-05-11,9.6886909541,,3.3383877758
2005-05-12,9.6974510725,,3.3383877758
2005-05-13,9.5572891784,,3.3732534443
2005-05-16,9.5485290606,,3.3645370272000004
2005-05-17,9.618610008,,3.3558206101
2005-05-18,9.7324915473,,3.4081191131
2005-05-19,9.6886909541,,3.4168355303
2005-05-20,9.6624105986,,3.3819698616000005
2005-05-23,9.6624105986,,3.3906862788
2005-05-24,9.6536504811,,3.3819698616000005
2005-05-25,9.6448903634,,3.3732534443
2005-05-26,9.6799308365,,3.3906862788
2005-05-27,9.6886909541,,3.3906862788
2005-05-30,9.8113326122,,3.4168355303
2005-05-31,9.7500117833,,3.3906862788
2005-06-01,9.916454032,,3.4517011992
2005-06-02,9.916454032,,3.4517011992
2005-06-03,9.916454032,,3.4429847819
2005-06-06,9.8726534403,,3.4168355303
2005-06-07,9.916454032,,3.4517011992
2005-06-08,9.8200927294,,3.4168355303
2005-06-09,9.8376129667,,3.4168355303
2005-06-10,9.8463730848,,3.4517011992
2005-06-13,9.8376129667,,3.4429847819
2005-06-14,9.8463730848,,3.4517011992
2005-06-15,9.7675320203,,3.4168355303
2005-06-16,9.7675320203,,3.4604176160000004
2005-06-17,9.9690147428,,3.4952832848
2005-06-20,10.012815335,,3.4604176160000004
2005-06-21,10.03909569,,3.503999702
2005-06-22,10.021575452,,3.503999702
2005-06-23,10.03909569,,3.5214325363
2005-06-24,10.03909569,,3.4691340331
2005-06-27,10.082896283,,3.4517011992
2005-06-28,10.152977228,,3.4691340331
2005-06-29,10.380740308,,3.5214325363
