Date,Time,Consumption,Wind,Solar
2009-02-23,13:34:01.310990,1361.949,,
2009-02-24,14:34:01.310990,1369.3159999999996,,
2009-02-25,15:34:01.310990,1403.307,,
2009-02-26,16:34:01.310990,1469.486,,
2009-02-27,17:34:01.310990,1405.005,,
2009-02-28,18:34:01.310990,1190.2909999999997,,
2009-03-01,19:34:01.310990,1098.937,,
2009-03-02,20:34:01.310990,1413.0169999999998,,
2009-03-03,21:34:01.310990,1427.3850000000002,,
2009-03-04,22:34:01.310990,1423.119,,
2009-03-05,23:34:01.310990,1432.391,,
2009-03-06,00:34:01.310990,1401.981,,
2009-03-07,01:34:01.310990,1190.84,,
2009-03-08,02:34:01.310990,1114.7240000000002,,
2009-03-09,03:34:01.310990,1410.659,,
2009-03-10,04:34:01.310990,1442.865,,
2009-03-11,05:34:01.310990,1411.512,,
2009-03-12,06:34:01.310990,1421.8149999999998,,
2009-03-13,07:34:01.310990,1337.7660000000003,,
2009-03-14,08:34:01.310990,1118.6639999999998,,
2009-03-15,09:34:01.310990,1067.4339999999995,,
2009-03-16,10:34:01.310990,1330.62,,
2009-03-17,11:34:01.310990,1403.564,,
2009-03-18,12:34:01.310990,1367.561,,
2009-03-19,13:34:01.310990,1355.794,,
2009-03-20,14:34:01.310990,1302.11,,
2009-03-21,15:34:01.310990,1125.0849999999998,,
2009-03-22,16:34:01.310990,1130.425,,
2009-03-23,17:34:01.310990,1437.337,,
2009-03-24,18:34:01.310990,1420.7830000000004,,
2009-03-25,19:34:01.310990,1409.995,,
2009-03-26,20:34:01.310990,1387.6099999999997,,
2009-03-27,21:34:01.310990,1326.0010000000004,,
2009-03-28,22:34:01.310990,1150.563,,
2009-03-29,23:34:01.310990,1049.9469999999997,,
2009-03-30,00:34:01.310990,1332.5649999999998,,
2009-03-31,01:34:01.310990,1342.825,,
2009-04-01,02:34:01.310990,1324.322,,
2009-04-02,03:34:01.310990,1300.6949999999997,,
2009-04-03,04:34:01.310990,1234.9030000000002,,
2009-04-04,05:34:01.310990,1057.054,,
2009-04-05,06:34:01.310990,971.543,,
2009-04-06,07:34:01.310990,1240.109,,
2009-04-07,08:34:01.310990,1251.81,,
2009-04-08,09:34:01.310990,1257.3460000000002,,
2009-04-09,10:34:01.310990,1183.6260000000002,,
2009-04-10,11:34:01.310990,922.4249999999998,,
2009-04-11,12:34:01.310990,941.3429999999998,,
2009-04-12,13:34:01.310990,842.395,,
2009-04-13,14:34:01.310990,860.5079999999998,,
2009-04-14,15:34:01.310990,1157.5259999999998,,
2009-04-15,16:34:01.310990,1203.861,,
2009-04-16,17:34:01.310990,1251.3909999999998,,
2009-04-17,18:34:01.310990,1257.1,,
2009-04-18,19:34:01.310990,1078.327,,
2009-04-19,20:34:01.310990,944.848,,
2009-04-20,21:34:01.310990,1232.8929999999998,,
2009-04-21,22:34:01.310990,1260.746,,
2009-04-22,23:34:01.310990,1276.489,,
2009-04-23,00:34:01.310990,1280.6170000000002,,
2009-04-24,01:34:01.310990,1230.0959999999995,,
2009-04-25,02:34:01.310990,1054.01,,
2009-04-26,03:34:01.310990,967.429,,
2009-04-27,04:34:01.310990,1261.964,,
2009-04-28,05:34:01.310990,1314.0780000000002,,
2009-04-29,06:34:01.310990,1305.0019999999995,,
2009-04-30,07:34:01.310990,1245.735,,
2009-05-01,08:34:01.310990,910.081,,
2009-05-02,09:34:01.310990,964.497,,
2009-05-03,10:34:01.310990,934.002,,
2009-05-04,11:34:01.310990,1257.193,,
2009-05-05,12:34:01.310990,1324.6920000000002,,
2009-05-06,13:34:01.310990,1368.857,,
2009-05-07,14:34:01.310990,1279.0649999999998,,
2009-05-08,15:34:01.310990,1265.6909999999998,,
2009-05-09,16:34:01.310990,1047.7469999999998,,
2009-05-10,17:34:01.310990,945.299,,
2009-05-11,18:34:01.310990,1277.324,,
2009-05-12,19:34:01.310990,1305.0389999999998,,
2009-05-13,20:34:01.310990,1297.0320000000002,,
2009-05-14,21:34:01.310990,1308.301,,
2009-05-15,22:34:01.310990,1279.138,,
2009-05-16,23:34:01.310990,1052.3190000000002,,
2009-05-17,00:34:01.310990,952.148,,
2009-05-18,01:34:01.310990,1237.6229999999998,,
2009-05-19,02:34:01.310990,1241.564,,
2009-05-20,03:34:01.310990,1216.5510000000002,,
2009-05-21,04:34:01.310990,939.397,,
2009-05-22,05:34:01.310990,1069.708,,
2009-05-23,06:34:01.310990,986.871,,
2009-05-24,07:34:01.310990,932.701,,
2009-05-25,08:34:01.310990,1244.3749999999998,,
2009-05-26,09:34:01.310990,1303.4050000000002,,
2009-05-27,10:34:01.310990,1276.6489999999997,,
2009-05-28,11:34:01.310990,1301.166,,
2009-05-29,12:34:01.310990,1216.1470000000002,,
2009-05-30,13:34:01.310990,989.289,,
2009-05-31,14:34:01.310990,853.3019999999999,,
2009-06-01,15:34:01.310990,862.577,,
2009-06-02,16:34:01.310990,1201.5219999999997,,
2009-06-03,17:34:01.310990,1259.5549999999998,,
2009-06-04,18:34:01.310990,1267.093,,
2009-06-05,19:34:01.310990,1230.255,,
2009-06-06,20:34:01.310990,1068.3860000000002,,
2009-06-07,21:34:01.310990,958.92,,
2009-06-08,22:34:01.310990,1246.529,,
2009-06-09,23:34:01.310990,1277.12,,
2009-06-10,00:34:01.310990,1255.9819999999995,,
2009-06-11,01:34:01.310990,1095.474,,
2009-06-12,02:34:01.310990,1172.562,,
2009-06-13,03:34:01.310990,1034.6619999999998,,
2009-06-14,04:34:01.310990,931.702,,
2009-06-15,05:34:01.310990,1263.042,,
2009-06-16,06:34:01.310990,1264.813,,
2009-06-17,07:34:01.310990,1247.367,,
2009-06-18,08:34:01.310990,1279.025,,
2009-06-19,09:34:01.310990,1257.991,,
2009-06-20,10:34:01.310990,1032.422,,
2009-06-21,11:34:01.310990,935.766,,
2009-06-22,12:34:01.310990,1238.057,,
2009-06-23,13:34:01.310990,1292.9499999999998,,
2009-06-24,14:34:01.310990,1292.12,,
2009-06-25,15:34:01.310990,1268.12,,
2009-06-26,16:34:01.310990,1232.066,,
2009-06-27,17:34:01.310990,1049.105,,
2009-06-28,18:34:01.310990,944.52,,
2009-06-29,19:34:01.310990,1246.344,,
2009-06-30,20:34:01.310990,1287.658,,
2009-07-01,21:34:01.310990,1293.127,,
2009-07-02,22:34:01.310990,1289.2400000000002,,
2009-07-03,23:34:01.310990,1265.6669999999997,,
2009-07-04,00:34:01.310990,1038.845,,
2009-07-05,01:34:01.310990,932.981,,
2009-07-06,02:34:01.310990,1242.804,,
2009-07-07,03:34:01.310990,1256.866,,
2009-07-08,04:34:01.310990,1247.6649999999995,,
2009-07-09,05:34:01.310990,1245.2979999999998,,
2009-07-10,06:34:01.310990,1228.297,,
2009-07-11,07:34:01.310990,1017.366,,
2009-07-12,08:34:01.310990,939.9,,
2009-07-13,09:34:01.310990,1214.356,,
2009-07-14,10:34:01.310990,1258.6470000000002,,
2009-07-15,11:34:01.310990,1262.809,,
2009-07-16,12:34:01.310990,1239.9840000000002,,
2009-07-17,13:34:01.310990,1228.5510000000002,,
2009-07-18,14:34:01.310990,1032.839,,
2009-07-19,15:34:01.310990,915.973,,
2009-07-20,16:34:01.310990,1205.0190000000002,,
2009-07-21,17:34:01.310990,1212.442,,
2009-07-22,18:34:01.310990,1246.2700000000002,,
2009-07-23,19:34:01.310990,1258.875,,
2009-07-24,20:34:01.310990,1187.7720000000002,,
2009-07-25,21:34:01.310990,1005.921,,
2009-07-26,22:34:01.310990,890.2080000000001,,
2009-07-27,23:34:01.310990,1178.529,,
2009-07-28,00:34:01.310990,1197.376,,
2009-07-29,01:34:01.310990,1196.7109999999998,,
2009-07-30,02:34:01.310990,1217.8320000000003,,
2009-07-31,03:34:01.310990,1151.822,,
2009-08-01,04:34:01.310990,992.89,,
2009-08-02,05:34:01.310990,934.0649999999998,,
2009-08-03,06:34:01.310990,1183.942,,
2009-08-04,07:34:01.310990,1186.975,,
2009-08-05,08:34:01.310990,1187.3429999999998,,
2009-08-06,09:34:01.310990,1203.7119999999995,,
2009-08-07,10:34:01.310990,1185.3100000000002,,
2009-08-08,11:34:01.310990,1028.781,,
2009-08-09,12:34:01.310990,948.65,,
2009-08-10,13:34:01.310990,1239.315,,
2009-08-11,14:34:01.310990,1247.121,,
2009-08-12,15:34:01.310990,1243.7890000000002,,
2009-08-13,16:34:01.310990,1245.7330000000002,,
2009-08-14,17:34:01.310990,1189.8280000000002,,
2009-08-15,18:34:01.310990,1011.462,,
2009-08-16,19:34:01.310990,943.434,,
2009-08-17,20:34:01.310990,1231.747,,
2009-08-18,21:34:01.310990,1252.744,,
2009-08-19,22:34:01.310990,1261.043,,
2009-08-20,23:34:01.310990,1287.0159999999998,,
2009-08-21,00:34:01.310990,1257.7599999999995,,
2009-08-22,01:34:01.310990,1036.386,,
2009-08-23,02:34:01.310990,927.957,,
2009-08-24,03:34:01.310990,1251.057,,
2009-08-25,04:34:01.310990,1290.746,,
2009-08-26,05:34:01.310990,1284.6809999999998,,
2009-08-27,06:34:01.310990,1281.0569999999998,,
2009-08-28,07:34:01.310990,1262.891,,
2009-08-29,08:34:01.310990,1052.3739999999998,,
2009-08-30,09:34:01.310990,949.7769999999998,,
2009-08-31,10:34:01.310990,1239.968,,
2009-09-01,11:34:01.310990,1324.961,,
2009-09-02,12:34:01.310990,1325.8019999999997,,
2009-09-03,13:34:01.310990,1345.6270000000002,,
2009-09-04,14:34:01.310990,1317.1750000000002,,
2009-09-05,15:34:01.310990,1120.168,,
2009-09-06,16:34:01.310990,986.187,,
2009-09-07,17:34:01.310990,1271.3870000000002,,
2009-09-08,18:34:01.310990,1312.59,,
2009-09-09,19:34:01.310990,1314.291,,
2009-09-10,20:34:01.310990,1324.941,,
2009-09-11,21:34:01.310990,1290.365,,
2009-09-12,22:34:01.310990,1081.7520000000002,,
2009-09-13,23:34:01.310990,1006.416,,
2009-09-14,00:34:01.310990,1337.39,,
2009-09-15,01:34:01.310990,1351.629,,
2009-09-16,02:34:01.310990,1342.738,,
2009-09-17,03:34:01.310990,1348.055,,
2009-09-18,04:34:01.310990,1305.4409999999998,,
2009-09-19,05:34:01.310990,1093.832,,
2009-09-20,06:34:01.310990,997.675,,
2009-09-21,07:34:01.310990,1304.2799999999995,,
2009-09-22,08:34:01.310990,1337.0939999999996,,
2009-09-23,09:34:01.310990,1344.884,,
2009-09-24,10:34:01.310990,1335.881,,
2009-09-25,11:34:01.310990,1289.55,,
2009-09-26,12:34:01.310990,1080.1029999999998,,
2009-09-27,13:34:01.310990,986.645,,
2009-09-28,14:34:01.310990,1325.561,,
2009-09-29,15:34:01.310990,1361.148,,
2009-09-30,16:34:01.310990,1354.011,,
2009-10-01,17:34:01.310990,1382.881,,
2009-10-02,18:34:01.310990,1324.85,,
2009-10-03,19:34:01.310990,1121.906,,
2009-10-04,20:34:01.310990,1107.4160000000002,,
2009-10-05,21:34:01.310990,1344.111,,
2009-10-06,22:34:01.310990,1375.2940000000003,,
2009-10-07,23:34:01.310990,1383.1930000000002,,
2009-10-08,00:34:01.310990,1372.2999999999995,,
2009-10-09,01:34:01.310990,1335.298,,
2009-10-10,02:34:01.310990,1161.828,,
2009-10-11,03:34:01.310990,1069.558,,
2009-10-12,04:34:01.310990,1373.4070000000002,,
2009-10-13,05:34:01.310990,1388.214,,
2009-10-14,06:34:01.310990,1424.4809999999995,,
2009-10-15,07:34:01.310990,1428.341,,
2009-10-16,08:34:01.310990,1413.0279999999998,,
2009-10-17,09:34:01.310990,1192.004,,
2009-10-18,10:34:01.310990,1083.23,,
2009-10-19,11:34:01.310990,1375.5929999999998,,
2009-10-20,12:34:01.310990,1405.6480000000004,,
2009-10-21,13:34:01.310990,1423.3889999999997,,
2009-10-22,14:34:01.310990,1436.1929999999995,,
2009-10-23,15:34:01.310990,1388.937,,
2009-10-24,16:34:01.310990,1183.3169999999998,,
2009-10-25,17:34:01.310990,1090.388,,
2009-10-26,18:34:01.310990,1392.2969999999996,,
2009-10-27,19:34:01.310990,1405.6109999999996,,
2009-10-28,20:34:01.310990,1401.949,,
2009-10-29,21:34:01.310990,1400.883,,
2009-10-30,22:34:01.310990,1352.6570000000004,,
2009-10-31,23:34:01.310990,1161.853,,
2009-11-01,00:34:01.310990,1103.823,,
2009-11-02,01:34:01.310990,1413.4790000000005,,
2009-11-03,02:34:01.310990,1430.7929999999997,,
2009-11-04,03:34:01.310990,1451.736,,
2009-11-05,04:34:01.310990,1433.613,,
2009-11-06,05:34:01.310990,1401.9220000000005,,
2009-11-07,06:34:01.310990,1221.0500000000002,,
2009-11-08,07:34:01.310990,1108.823,,
2009-11-09,08:34:01.310990,1447.9789999999998,,
2009-11-10,09:34:01.310990,1456.987,,
2009-11-11,10:34:01.310990,1452.3660000000004,,
2009-11-12,11:34:01.310990,1459.2229999999995,,
2009-11-13,12:34:01.310990,1406.469,,
2009-11-14,13:34:01.310990,1220.361,,
2009-11-15,14:34:01.310990,1110.283,,
2009-11-16,15:34:01.310990,1428.7139999999995,,
2009-11-17,16:34:01.310990,1445.468,,
2009-11-18,17:34:01.310990,1495.972,,
2009-11-19,18:34:01.310990,1465.311,,
2009-11-20,19:34:01.310990,1433.207,,
2009-11-21,20:34:01.310990,1201.544,,
2009-11-22,21:34:01.310990,1140.583,,
2009-11-23,22:34:01.310990,1498.7240000000002,,
2009-11-24,23:34:01.310990,1513.686,,
2009-11-25,00:34:01.310990,1476.4210000000005,,
2009-11-26,01:34:01.310990,1490.9840000000002,,
2009-11-27,02:34:01.310990,1459.1229999999998,,
2009-11-28,03:34:01.310990,1257.6239999999998,,
2009-11-29,04:34:01.310990,1152.014,,
2009-11-30,05:34:01.310990,1446.871,,
2009-12-01,06:34:01.310990,1493.8870000000002,,
2009-12-02,07:34:01.310990,1488.9009999999996,,
2009-12-03,08:34:01.310990,1491.403,,
2009-12-04,09:34:01.310990,1464.589,,
2009-12-05,10:34:01.310990,1268.0739999999998,,
2009-12-06,11:34:01.310990,1156.702,,
2009-12-07,12:34:01.310990,1455.8250000000005,,
2009-12-08,13:34:01.310990,1481.535,,
2009-12-09,14:34:01.310990,1483.9920000000002,,
2009-12-10,15:34:01.310990,1489.3740000000005,,
2009-12-11,16:34:01.310990,1461.2569999999998,,
2009-12-12,17:34:01.310990,1254.6660000000002,,
2009-12-13,18:34:01.310990,1162.139,,
2009-12-14,19:34:01.310990,1484.3330000000003,,
2009-12-15,20:34:01.310990,1507.0379999999998,,
2009-12-16,21:34:01.310990,1503.558,,
2009-12-17,22:34:01.310990,1508.7030000000002,,
2009-12-18,23:34:01.310990,1475.0239999999997,,
2009-12-19,00:34:01.310990,1321.729,,
2009-12-20,01:34:01.310990,1249.403,,
2009-12-21,02:34:01.310990,1433.996,,
2009-12-22,03:34:01.310990,1396.681,,
2009-12-23,04:34:01.310990,1322.786,,
2009-12-24,05:34:01.310990,1125.067,,
2009-12-25,06:34:01.310990,1105.464,,
2009-12-26,07:34:01.310990,1100.908,,
2009-12-27,08:34:01.310990,1072.47,,
2009-12-28,09:34:01.310990,1211.791,,
2009-12-29,10:34:01.310990,1207.905,,
2009-12-30,11:34:01.310990,1192.1960000000004,,
2009-12-31,12:34:01.310990,1106.467,,
2010-01-01,13:34:01.310990,1057.3719999999998,48.709,
2010-01-02,14:34:01.310990,1161.042,24.628000000000004,
2010-01-03,15:34:01.310990,1132.069,22.963,
2010-01-04,16:34:01.310990,1346.2499999999998,59.31799999999999,
2010-01-05,17:34:01.310990,1457.374,41.624,
2010-01-06,18:34:01.310990,1434.0550000000003,14.131999999999998,
2010-01-07,19:34:01.310990,1493.432,9.380999999999998,
2010-01-08,20:34:01.310990,1489.4399999999998,105.563,
2010-01-09,21:34:01.310990,1380.0710000000004,328.109,
2010-01-10,22:34:01.310990,1240.762,174.987,
2010-01-11,23:34:01.310990,1493.487,62.81699999999999,
2010-01-12,00:34:01.310990,1555.3380000000002,60.39,
2010-01-13,01:34:01.310990,1581.3869999999995,206.69000000000003,
2010-01-14,02:34:01.310990,1523.6560000000002,87.92899999999999,
2010-01-15,03:34:01.310990,1496.913,25.277,
2010-01-16,04:34:01.310990,1326.3059999999998,125.358,
2010-01-17,05:34:01.310990,1202.8990000000003,120.64700000000002,
2010-01-18,06:34:01.310990,1438.1430000000005,51.571,
2010-01-19,07:34:01.310990,1486.586,27.62100000000001,
2010-01-20,08:34:01.310990,1491.812,59.156000000000006,
2010-01-21,09:34:01.310990,1498.586,42.421000000000014,
2010-01-22,10:34:01.310990,1469.0110000000002,58.501000000000005,
2010-01-23,11:34:01.310990,1295.687,81.398,
2010-01-24,12:34:01.310990,1181.073,101.175,
2010-01-25,13:34:01.310990,1439.7289999999996,61.89599999999999,
2010-01-26,14:34:01.310990,1524.658,77.89899999999999,
2010-01-27,15:34:01.310990,1599.297,253.396,
2010-01-28,16:34:01.310990,1585.2689999999996,306.14900000000006,
2010-01-29,17:34:01.310990,1493.0199999999998,145.47299999999996,
2010-01-30,18:34:01.310990,1322.9330000000002,189.627,
2010-01-31,19:34:01.310990,1203.635,174.10899999999998,
2010-02-01,20:34:01.310990,1536.4529999999995,151.40900000000002,
2010-02-02,21:34:01.310990,1607.6250000000002,316.688,
2010-02-03,22:34:01.310990,1585.581,225.569,
2010-02-04,23:34:01.310990,1521.6709999999998,82.257,
2010-02-05,00:34:01.310990,1509.0849999999998,141.031,
2010-02-06,01:34:01.310990,1287.804,60.32300000000001,
2010-02-07,02:34:01.310990,1183.454,21.540000000000006,
2010-02-08,03:34:01.310990,1516.0120000000002,32.0,
2010-02-09,04:34:01.310990,1556.84,24.739,
2010-02-10,05:34:01.310990,1574.033,69.23700000000001,
2010-02-11,06:34:01.310990,1587.0699999999997,174.66300000000004,
2010-02-12,07:34:01.310990,1549.4269999999997,116.93399999999995,
2010-02-13,08:34:01.310990,1325.6040000000005,29.575,
2010-02-14,09:34:01.310990,1219.4799999999998,5.756999999999999,
2010-02-15,10:34:01.310990,1469.206,20.477,
2010-02-16,11:34:01.310990,1506.406,58.101,
2010-02-17,12:34:01.310990,1540.4260000000002,79.29200000000003,
2010-02-18,13:34:01.310990,1528.5450000000003,76.44500000000001,
2010-02-19,14:34:01.310990,1507.0159999999998,119.99200000000005,
2010-02-20,15:34:01.310990,1314.419,204.73,
2010-02-21,16:34:01.310990,1189.077,86.668,
2010-02-22,17:34:01.310990,1495.546,158.37500000000003,
2010-02-23,18:34:01.310990,1522.166,125.724,
2010-02-24,19:34:01.310990,1488.661,94.551,
2010-02-25,20:34:01.310990,1483.032,185.658,
2010-02-26,21:34:01.310990,1453.283,197.275,
2010-02-27,22:34:01.310990,1269.794,259.294,
2010-02-28,23:34:01.310990,1197.3150000000005,280.245,
2010-03-01,00:34:01.310990,1527.3929999999998,360.17499999999995,
2010-03-02,01:34:01.310990,1572.645,173.744,
2010-03-03,02:34:01.310990,1542.4880000000005,117.50200000000002,
2010-03-04,03:34:01.310990,1548.1839999999995,78.80199999999999,
2010-03-05,04:34:01.310990,1509.53,101.331,
2010-03-06,05:34:01.310990,1310.888,184.879,
2010-03-07,06:34:01.310990,1216.408,62.87399999999999,
2010-03-08,07:34:01.310990,1535.1760000000002,29.427000000000007,
2010-03-09,08:34:01.310990,1566.804,44.025000000000006,
2010-03-10,09:34:01.310990,1548.419,82.97000000000003,
2010-03-11,10:34:01.310990,1580.8120000000006,39.17,
2010-03-12,11:34:01.310990,1502.92,159.207,
2010-03-13,12:34:01.310990,1258.107,300.113,
2010-03-14,13:34:01.310990,1154.1609999999998,339.65699999999987,
2010-03-15,14:34:01.310990,1469.79,176.89,
2010-03-16,15:34:01.310990,1496.7189999999998,91.208,
2010-03-17,16:34:01.310990,1462.7669999999998,116.892,
2010-03-18,17:34:01.310990,1422.068,104.09199999999996,
2010-03-19,18:34:01.310990,1366.92,185.894,
2010-03-20,19:34:01.310990,1174.017,213.24,
2010-03-21,20:34:01.310990,1069.4419999999998,169.96499999999995,
2010-03-22,21:34:01.310990,1395.422,36.319,
2010-03-23,22:34:01.310990,1382.854,88.035,
2010-03-24,23:34:01.310990,1364.189,101.138,
2010-03-25,00:34:01.310990,1366.6070000000002,94.41,
2010-03-26,01:34:01.310990,1346.088,113.677,
2010-03-27,02:34:01.310990,1135.454,155.834,
2010-03-28,03:34:01.310990,1046.216,167.891,
2010-03-29,04:34:01.310990,1351.473,69.68,
2010-03-30,05:34:01.310990,1329.1609999999998,137.34800000000004,
2010-03-31,06:34:01.310990,1346.7,199.432,
2010-04-01,07:34:01.310990,1400.8459999999995,234.27,
2010-04-02,08:34:01.310990,1062.765,115.671,
2010-04-03,09:34:01.310990,1095.721,115.535,
2010-04-04,10:34:01.310990,1003.789,118.925,
2010-04-05,11:34:01.310990,1027.339,87.91799999999998,
2010-04-06,12:34:01.310990,1314.0559999999998,72.78,
2010-04-07,13:34:01.310990,1341.659,110.82599999999996,
2010-04-08,14:34:01.310990,1371.16,61.273,
2010-04-09,15:34:01.310990,1363.0069999999998,86.46700000000001,
2010-04-10,16:34:01.310990,1162.2219999999998,90.441,
2010-04-11,17:34:01.310990,1093.6560000000002,112.60399999999998,
2010-04-12,18:34:01.310990,1405.8019999999997,133.431,
2010-04-13,19:34:01.310990,1407.3749999999998,62.50399999999999,
2010-04-14,20:34:01.310990,1411.0280000000005,96.271,
2010-04-15,21:34:01.310990,1395.721,58.945000000000014,
2010-04-16,22:34:01.310990,1369.7640000000004,127.87399999999998,
2010-04-17,23:34:01.310990,1130.5649999999998,76.841,
2010-04-18,00:34:01.310990,1022.6959999999998,34.898,
2010-04-19,01:34:01.310990,1314.785,41.258,
2010-04-20,02:34:01.310990,1357.79,138.871,
2010-04-21,03:34:01.310990,1392.5489999999998,235.369,
2010-04-22,04:34:01.310990,1348.7320000000002,70.10200000000002,
2010-04-23,05:34:01.310990,1293.3799999999997,30.826000000000004,
2010-04-24,06:34:01.310990,1085.058,35.215,
2010-04-25,07:34:01.310990,1005.093,90.996,
2010-04-26,08:34:01.310990,1347.3259999999998,96.016,
2010-04-27,09:34:01.310990,1344.4569999999997,74.42900000000002,
2010-04-28,10:34:01.310990,1326.2880000000002,28.209,
2010-04-29,11:34:01.310990,1322.9620000000002,66.579,
2010-04-30,12:34:01.310990,1327.5729999999996,196.658,
2010-05-01,13:34:01.310990,1003.133,71.79899999999999,
2010-05-02,14:34:01.310990,1025.534,38.272,
2010-05-03,15:34:01.310990,1357.7600000000002,42.25299999999999,
2010-05-04,16:34:01.310990,1380.307,97.34799999999998,
2010-05-05,17:34:01.310990,1377.111,94.939,
2010-05-06,18:34:01.310990,1457.839,198.704,
2010-05-07,19:34:01.310990,1378.9710000000002,66.482,
2010-05-08,20:34:01.310990,1143.806,9.701999999999998,
2010-05-09,21:34:01.310990,1038.169,12.997000000000002,
2010-05-10,22:34:01.310990,1368.266,17.823,
2010-05-11,23:34:01.310990,1381.515,65.78099999999999,
2010-05-12,00:34:01.310990,1388.1530000000002,94.15699999999998,
2010-05-13,01:34:01.310990,1075.688,16.084999999999997,
2010-05-14,02:34:01.310990,1235.5000000000002,25.697,
2010-05-15,03:34:01.310990,1166.953,150.15800000000002,
2010-05-16,04:34:01.310990,1081.379,221.294,
2010-05-17,05:34:01.310990,1349.053,87.699,
2010-05-18,06:34:01.310990,1389.235,157.262,
2010-05-19,07:34:01.310990,1419.6850000000002,176.24000000000004,
2010-05-20,08:34:01.310990,1387.039,59.55199999999999,
2010-05-21,09:34:01.310990,1317.8300000000002,40.87499999999999,
2010-05-22,10:34:01.310990,1076.471,30.278,
2010-05-23,11:34:01.310990,944.937,65.011,
2010-05-24,12:34:01.310990,972.08,128.338,
2010-05-25,13:34:01.310990,1300.6419999999998,139.218,
2010-05-26,14:34:01.310990,1354.294,34.53699999999999,
2010-05-27,15:34:01.310990,1350.6559999999995,18.383,
2010-05-28,16:34:01.310990,1308.454,60.51199999999999,
2010-05-29,17:34:01.310990,1093.815,43.969,
2010-05-30,18:34:01.310990,1034.115,104.611,
2010-05-31,19:34:01.310990,1350.434,132.364,
2010-06-01,20:34:01.310990,1337.078,86.73799999999999,
2010-06-02,21:34:01.310990,1343.5869999999998,110.596,
2010-06-03,22:34:01.310990,1139.352,115.989,
2010-06-04,23:34:01.310990,1193.694,29.666,
2010-06-05,00:34:01.310990,1060.277,10.426,
2010-06-06,01:34:01.310990,999.8829999999998,35.87700000000001,
2010-06-07,02:34:01.310990,1330.382,153.54899999999998,
2010-06-08,03:34:01.310990,1340.937,35.592,
2010-06-09,04:34:01.310990,1353.64,30.893,
2010-06-10,05:34:01.310990,1369.2730000000004,27.995999999999995,
2010-06-11,06:34:01.310990,1359.5219999999997,174.44699999999995,
2010-06-12,07:34:01.310990,1138.5,114.566,
2010-06-13,08:34:01.310990,1023.968,53.09400000000002,
2010-06-14,09:34:01.310990,1295.0990000000002,20.767,
2010-06-15,10:34:01.310990,1310.2299999999998,63.75299999999999,
2010-06-16,11:34:01.310990,1320.1429999999998,89.99800000000002,
2010-06-17,12:34:01.310990,1342.281,64.791,
2010-06-18,13:34:01.310990,1310.582,126.183,
2010-06-19,14:34:01.310990,1125.19,123.39400000000002,
2010-06-20,15:34:01.310990,1023.3589999999998,54.726,
2010-06-21,16:34:01.310990,1310.216,32.632000000000005,
2010-06-22,17:34:01.310990,1319.2759999999998,16.532000000000004,
2010-06-23,18:34:01.310990,1307.4819999999995,6.301,
2010-06-24,19:34:01.310990,1316.5400000000002,13.608,
2010-06-25,20:34:01.310990,1308.492,30.761,
2010-06-26,21:34:01.310990,1104.93,24.262000000000004,
2010-06-27,22:34:01.310990,1005.694,25.374,
2010-06-28,23:34:01.310990,1327.9220000000005,19.296000000000006,
2010-06-29,00:34:01.310990,1361.9249999999995,22.959,
2010-06-30,01:34:01.310990,1358.6989999999998,23.889,
2010-07-01,02:34:01.310990,1363.2870000000005,19.024,
2010-07-02,03:34:01.310990,1357.976,36.087,
2010-07-03,04:34:01.310990,1148.1429999999998,51.046,
2010-07-04,05:34:01.310990,1051.1760000000002,28.604,
2010-07-05,06:34:01.310990,1343.7969999999998,39.581,
2010-07-06,07:34:01.310990,1350.1720000000005,79.79200000000003,
2010-07-07,08:34:01.310990,1329.224,17.364999999999995,
2010-07-08,09:34:01.310990,1353.0549999999998,22.421,
2010-07-09,10:34:01.310990,1359.894,27.77,
2010-07-10,11:34:01.310990,1154.16,30.587000000000003,
2010-07-11,12:34:01.310990,1072.726,41.285,
2010-07-12,13:34:01.310990,1378.439,60.32899999999999,
2010-07-13,14:34:01.310990,1370.1139999999998,34.162000000000006,
2010-07-14,15:34:01.310990,1385.9159999999997,79.821,
2010-07-15,16:34:01.310990,1369.997,120.38299999999998,
2010-07-16,17:34:01.310990,1317.36,63.604000000000006,
2010-07-17,18:34:01.310990,1120.1840000000002,61.01199999999999,
2010-07-18,19:34:01.310990,978.316,29.608,
2010-07-19,20:34:01.310990,1286.726,20.111,
2010-07-20,21:34:01.310990,1334.034,51.40899999999999,
2010-07-21,22:34:01.310990,1356.766,47.85099999999999,
2010-07-22,23:34:01.310990,1367.158,32.718999999999994,
2010-07-23,00:34:01.310990,1316.842,24.57,
2010-07-24,01:34:01.310990,1139.1119999999996,171.214,
2010-07-25,02:34:01.310990,1004.8920000000002,83.141,
2010-07-26,03:34:01.310990,1293.006,16.574,
2010-07-27,04:34:01.310990,1302.398,15.684,
2010-07-28,05:34:01.310990,1326.5230000000004,60.91599999999999,
2010-07-29,06:34:01.310990,1310.573,80.81800000000001,
2010-07-30,07:34:01.310990,1254.666,63.85900000000001,
2010-07-31,08:34:01.310990,1070.8589999999997,70.05900000000001,
2010-08-01,09:34:01.310990,985.373,37.345000000000006,
2010-08-02,10:34:01.310990,1273.6119999999996,14.921,
2010-08-03,11:34:01.310990,1276.331,28.351,
