Date,Close
2020-01-02,44.83041000366211
2020-01-03,44.09897994995117
2020-01-06,44.25638198852539
2020-01-07,43.9693603515625
2020-01-08,43.997135162353516
2020-01-09,43.81195831298828
2020-01-10,43.636051177978516
2020-01-13,44.41377639770508
2020-01-14,44.24712371826172
2020-01-15,44.45081329345703
2020-01-16,45.41371154785156
2020-01-17,45.38593292236328
2020-01-21,45.18224334716797
2020-01-22,45.432228088378906
2020-01-23,45.36741256713867
2020-01-24,45.22853088378906
2020-01-27,43.950843811035156
2020-01-28,44.228599548339844
2020-01-29,43.561973571777344
2020-01-30,43.73789596557617
2020-01-31,42.56204605102539
2020-02-03,43.080528259277344
2020-02-04,44.089717864990234
2020-02-05,44.858192443847656
2020-02-06,45.08039855957031
2020-02-07,44.41377639770508
2020-02-10,45.24705123901367
2020-02-11,45.48777770996094
2020-02-12,46.22847366333008
2020-02-13,43.81195831298828
2020-02-14,43.48790740966797
2020-02-18,43.136085510253906
2020-02-19,42.85832214355469
2020-02-20,43.376808166503906
2020-02-21,42.86757278442383
2020-02-24,40.73808670043945
2020-02-25,39.57149887084961
2020-02-26,39.03449630737305
2020-02-27,37.07166290283203
2020-02-28,36.96981430053711
2020-03-02,38.11788558959961
2020-03-03,37.07166290283203
2020-03-04,38.32157897949219
2020-03-05,36.636497497558594
2020-03-06,36.73834991455078
2020-03-09,35.14585876464844
2020-03-10,37.108699798583984
2020-03-11,34.30331802368164
2020-03-12,30.738740921020508
2020-03-13,34.84958267211914
2020-03-16,31.21092987060547
2020-03-17,32.868228912353516
2020-03-18,34.36813735961914
2020-03-19,34.914390563964844
2020-03-20,32.9608154296875
2020-03-23,32.034950256347656
2020-03-24,35.738407135009766
2020-03-25,34.87736129760742
2020-03-26,37.571632385253906
2020-03-27,35.942100524902344
2020-03-30,37.330902099609375
2020-03-31,36.39577865600586
2020-04-01,35.48843765258789
2020-04-02,37.19882583618164
2020-04-03,36.50719451904297
2020-04-06,38.72229766845703
2020-04-07,37.98392868041992
2020-04-08,39.012046813964844
2020-04-09,38.5073356628418
2020-04-13,38.526023864746094
2020-04-14,39.98406219482422
2020-04-15,38.80642318725586
2020-04-16,38.787723541259766
2020-04-17,39.703670501708984
2020-04-20,39.7597541809082
2020-04-21,37.899810791015625
2020-04-22,39.03072738647461
2020-04-23,38.89988327026367
2020-04-24,39.741065979003906
2020-04-27,40.24576950073242
2020-04-28,39.71302032470703
2020-04-29,40.50746536254883
2020-04-30,39.61021423339844
2020-05-01,38.245628356933594
2020-05-04,38.64752960205078
2020-05-05,38.75033187866211
2020-05-06,38.46059799194336
2020-05-07,38.66621780395508
2020-05-08,40.18034744262695
2020-05-11,40.4887809753418
2020-05-12,40.39530944824219
2020-05-13,39.20831298828125
2020-05-14,40.9841423034668
2020-05-15,41.37668991088867
2020-05-18,42.11506271362305
2020-05-19,41.69447326660156
2020-05-20,42.47021484375
2020-05-21,41.722503662109375
2020-05-22,41.96551513671875
2020-05-26,41.90943145751953
2020-05-27,42.956233978271484
2020-05-28,42.61976623535156
2020-05-29,44.69467544555664
2020-06-01,43.274009704589844
2020-06-02,43.82545471191406
2020-06-03,43.87218475341797
2020-06-04,43.79741287231445
2020-06-05,44.70402526855469
2020-06-08,44.98441696166992
2020-06-09,44.90964126586914
2020-06-10,44.3208122253418
2020-06-11,40.81590270996094
2020-06-12,42.1244010925293
2020-06-15,42.386104583740234
2020-06-16,43.44224548339844
2020-06-17,43.15251159667969
2020-06-18,42.83473205566406
2020-06-19,42.358062744140625
2020-06-22,42.208518981933594
2020-06-23,42.498260498046875
2020-06-24,41.825321197509766
2020-06-25,42.26460266113281
2020-06-26,43.28336715698242
2020-06-29,43.133819580078125
2020-06-30,43.591793060302734
2020-07-01,43.04970169067383
2020-07-02,42.983760833740234
2020-07-06,43.72794723510742
2020-07-07,42.983760833740234
2020-07-08,43.1533203125
2020-07-09,43.99170684814453
2020-07-10,43.95402526855469
2020-07-13,43.266361236572266
2020-07-14,43.57722091674805
2020-07-15,43.709110260009766
2020-07-16,43.125064849853516
2020-07-17,44.03881072998047
2020-07-20,44.24604797363281
2020-07-21,44.293155670166016
2020-07-22,44.18010711669922
2020-07-23,44.6605339050293
2020-07-24,43.709110260009766
2020-07-27,44.45328903198242
2020-07-28,43.59606170654297
2020-07-29,44.00112533569336
2020-07-30,43.74678421020508
2020-07-31,44.368507385253906
2020-08-03,44.425025939941406
2020-08-04,44.905452728271484
2020-08-05,44.585166931152344
2020-08-06,44.99965286254883
2020-08-07,44.679378509521484
2020-08-10,44.96196746826172
2020-08-11,44.45328903198242
2020-08-12,45.310516357421875
2020-08-13,40.242523193359375
2020-08-14,40.03528594970703
2020-08-17,39.6490592956543
2020-08-18,39.54542922973633
2020-08-19,39.44181442260742
2020-08-20,39.856292724609375
2020-08-21,39.799774169921875
2020-08-24,39.73383712768555
2020-08-25,39.5265998840332
2020-08-26,39.799774169921875
2020-08-27,39.837459564208984
2020-08-28,39.7526741027832
2020-08-31,39.77151870727539
2020-09-01,39.592533111572266
2020-09-02,39.95991516113281
2020-09-03,38.575172424316406
2020-09-04,38.45271301269531
2020-09-08,37.68025588989258
2020-09-09,37.80272674560547
2020-09-10,37.27519607543945
2020-09-11,37.567222595214844
2020-09-14,38.028804779052734
2020-09-15,38.24546432495117
2020-09-16,38.075904846191406
2020-09-17,38.028804779052734
2020-09-18,37.50128173828125
2020-09-21,36.775936126708984
2020-09-22,37.03969955444336
2020-09-23,36.06000900268555
2020-09-24,35.654945373535156
2020-09-25,36.220149993896484
2020-09-28,36.860721588134766
2020-09-29,36.79478073120117
2020-09-30,37.10564041137695
2020-10-01,36.8869743347168
2020-10-02,36.38311004638672
2020-10-05,36.6683235168457
2020-10-06,36.6683235168457
2020-10-07,37.45738983154297
2020-10-08,37.82817077636719
2020-10-09,37.88521194458008
2020-10-12,38.37006378173828
2020-10-13,37.84718704223633
2020-10-14,37.92323684692383
2020-10-15,37.99929428100586
2020-10-16,38.179927825927734
2020-10-19,37.362327575683594
2020-10-20,37.26725769042969
2020-10-21,37.13416290283203
2020-10-22,36.90599060058594
2020-10-23,36.90599060058594
2020-10-26,35.81269454956055
2020-10-27,35.05213928222656
2020-10-28,33.94932556152344
2020-10-29,33.93031311035156
2020-10-30,34.12996292114258
2020-11-02,34.12996292114258
2020-11-03,34.87150955200195
2020-11-04,34.76692581176758
2020-11-05,35.39439010620117
2020-11-06,35.67959213256836
2020-11-09,36.31656265258789
2020-11-10,36.81092071533203
2020-11-11,37.39085006713867
2020-11-12,36.76338577270508
2020-11-13,39.35879135131836
2020-11-16,40.44258117675781
2020-11-17,39.815120697021484
2020-11-18,39.28273010253906
2020-11-19,39.1401252746582
2020-11-20,38.949989318847656
2020-11-23,39.586952209472656
2020-11-24,40.509124755859375
2020-11-25,40.40455627441406
2020-11-27,40.594688415527344
2020-11-30,40.8989143371582
2020-12-01,41.39327621459961
2020-12-02,41.72602081298828
2020-12-03,41.93517303466797
2020-12-04,42.19186019897461
2020-12-07,42.163333892822266
2020-12-08,42.18234634399414
2020-12-09,42.486576080322266
2020-12-10,42.13481903076172
2020-12-11,42.13481903076172
2020-12-14,42.05876159667969
2020-12-15,42.51509094238281
2020-12-16,42.51509094238281
2020-12-17,42.610164642333984
2020-12-18,43.19959259033203
2020-12-21,42.667205810546875
2020-12-22,42.486576080322266
2020-12-23,42.19186019897461
2020-12-24,42.34396743774414
2020-12-28,42.70523452758789
2020-12-29,42.43903732299805
